GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1192521517	2021-07-01 09:10:14.396266	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			59restigouche river lower land	L15583667	P	47.9977456	-66.7652879	2021-06-30	10:30:00	obsr1197495	S91026541	Stationary	P21	EBIRD	60			5	1		0	1	1			Was perches in a tree extremely rzre	
URN:CornellLabOfOrnithology:EBIRD:OBS1192566190	2021-07-01 09:10:14.396266	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Restigouche River, Tide Head CA-NB (47.9908,-66.8037)	L15584631	P	47.9907630	-66.8036700	2021-06-30	14:00:00	obsr804092	S91030242	Stationary	P21	EBIRD_CAN	120			2	1	G6947448	0	1	1			Perched on a dead tree	
URN:CornellLabOfOrnithology:EBIRD:OBS1192709400	2021-07-01 09:10:14.396266	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Restigouche River, Tide Head CA-NB (47.9908,-66.8037)	L15584631	P	47.9907630	-66.8036700	2021-06-30	14:00:00	obsr550763	S91043138	Stationary	P21	EBIRD_CAN	120			2	1	G6947448	0	1	1			Perched on a dead tree	
URN:CornellLabOfOrnithology:EBIRD:OBS1192256375	2021-07-01 13:56:02.246834	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Restigouche River Lower Islands	L9838487	P	47.9932494	-66.7722356	2021-06-29	20:00:00	obsr552897	S91005465	Traveling	P22	EBIRD	114	4.730		2	1		1	1	1			First discovered by Listuguj Mi'gmaq Ranger Gerry Isaac last evening at approximately 7:30 pm perched in a tree on the Southern side of Gillis island.  The cell phone photo, although grainy, seemed to show the features of this ultra rare Eagle.  After unsuccessfully relocating the bird in the morning, we later found the eagle perched at the top of a large spruce tree on the northeastern side of Gillis Island along the Restigouche river.  Spectacular large bodied eagle with an extremely large yellow beak and significant obvious white patches on wings(in shape of an upside down V while at rest.) The white feathering around the legs were obvious and the white tail showed well in flight along with the white wing patches.  Three or four crows escorted the bird away from it's perch near dusk.  Eagle was observed for a total of 10 minutes while we were sitting on our paddle boards.	
URN:CornellLabOfOrnithology:EBIRD:OBS1193354564	2021-07-01 22:31:38.01989	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			666 Restigouche Drive, Tide Head, New Brunswick, CA (47.99, -66.827)	L15597290	P	47.9902897	-66.8274389	2021-07-01	15:35:00	obsr2551095	S91099344	Incidental	P20	EBIRD				14	0	G6950047	0	1	1		Morrissey Rock Park	Seen by many, large eagle with large  orange bill. Was perched on dead tree, seen well in scope. Brownish bird with white shoulder patch. First found by Gerry Isaac and Forest Condo, Listuguj rangers, relocated today by Pam Watters.	
URN:CornellLabOfOrnithology:EBIRD:OBS1193345285	2021-07-01 22:05:17.061055	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Morrissey Rock Park	L15597280	P	47.9906163	-66.8280335	2021-07-01	14:40:00	obsr1814335	S91098408	Stationary	P21	EBIRD	20			5	0	G6951024	0	1	1			A group of us were at Morrissey Rock Park searching the Restigouche River Valley to relocate the Stellar’s Sea-Eagle first located by Listuguj Mi'gmaq Ranger Gerry Isaac on June 28, 2021.  Pam Watters spotted it flying toward us about 800 metres up river to the west.   It was flying at about our elevation along the course of river passing north of the group and on down river to the east until we lost sight of it.  We had it in view, flying for well over a kilometre.	
URN:CornellLabOfOrnithology:EBIRD:OBS1193193058	2021-07-04 11:24:34.001584	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Morrissey Rock Park	L15597280	P	47.9906163	-66.8280335	2021-07-01	14:40:00	obsr299878	S91085343	Stationary	P21	EBIRD	20			5	0	G6951024	0	1	1			A group of us were at Morrissey Rock Park searching the Restigouche River Valley to relocate the Stellar’s Sea-Eagle first located by Listuguj Mi'gmaq Rangers Gerry Isaac and Forest Condo on June 28, 2021.  Pam Watters spotted it flying toward us about 800 metres up river to the west.   It was flying at about our elevation along the course of river passing north of the group and on down river to the east until we lost sight of it.  We had it in view, flying for well over a kilometre.	
URN:CornellLabOfOrnithology:EBIRD:OBS1193254678	2021-07-01 20:15:57.453248	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Morrissey rock	L15598823	P	47.9906321	-66.8248449	2021-07-01	13:30:00	obsr561074	S91090282	Stationary	P21	EBIRD	120			5	1		0	1	1			Continuing bird, saw white on wings, orange bill	
URN:CornellLabOfOrnithology:EBIRD:OBS1308591339	2022-01-13 20:17:20.257093	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Duncan Island, Tide Head CA-NB (47.9893,-66.7933)	L17293071	P	47.9892680	-66.7932880	2021-07-01	17:00:00	obsr961288	S99922813	Traveling	P22	EBIRD	20	5.000		10	0		0	1	1			This was discovered 2 days before and spotted in various locations  along the river	
URN:CornellLabOfOrnithology:EBIRD:OBS1193184101	2021-07-01 20:15:57.453248	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			666 Restigouche Drive, Tide Head, New Brunswick, CA (47.99, -66.827)	L15597290	P	47.9902897	-66.8274389	2021-07-01	15:35:00	obsr1494456	S91083833	Incidental	P20	EBIRD				14	0	G6950047	0	1	1		Morrissey Rock Park	Seen by many, large eagle with large  orange bill. Was perched on dead tree, seen well in scope. Brownish bird with white shoulder patch. First found by Gerry Isaac and Forest Condo, Listuguj rangers, relocated today by Pam Watters.	
URN:CornellLabOfOrnithology:EBIRD:OBS1207481079	2021-07-27 08:10:17.649988	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			Gillis Island	L15909612	P	47.9984210	-66.7664710	2021-07-23	17:43:00	obsr2527500	S92355632	Traveling	P22	EBIRD_CAN	17	0.161		1	0		1	1	1		First seen on June 28 by Listuguj Mi'gmaq Ranger Gerry Isaac. Dion Methot relocated  it July 23 on the Quebec side at Adam's beach or shore and it flew to the NB side towards the South Boom (Tide Head). Photographs and approval to post by Dion Methot	First seen on June 28 by Listuguj Mi'gmaq Ranger Gerry Isaac. Dion Methot relocated  it July 23 on the Quebec side at Adam's beach or shore and it flew to the NB side towards the South Boom (Tide Head). Photographs and approval to post on Ebird by Dion Methot	
URN:CornellLabOfOrnithology:EBIRD:OBS1193290101	2021-07-02 07:20:35.24797	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	New Brunswick	CA-NB	Restigouche	CA-NB-RE		14			NB Morrissey Rock Park	L15599588	P	47.9906397	-66.8282461	2021-07-01	14:40:00	obsr391943	S91093703	Stationary	P21	EBIRD	60			5	1		1	1	1			Continuing rarity, first noted by Listuguj Mi'gmaq Ranger Gerry Isaac on June 28. Had good looks at eagle flying over Long Island heading east until we lost it from view. Later, using scope relocated eagle perched in tree, being harrassed by crows. The eagle flew a bit further down the river and perched again - many birders were able to view the eagle through scope. Beautiful bird!	
URN:CornellLabOfOrnithology:EBIRD:OBS1402040010	2022-04-28 06:22:57.384567	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Newfoundland and Labrador	CA-NL	Avalon Peninsula-St. John's	CA-NL-ON					White Horse Path, East Coast Trail Newfoundland and Labrador	L18629860	P	47.7533065	-52.8173544	2022-04-22	07:50:00	obsr2820286	S107870481	Traveling	P22	EBIRD	390	18.200		1	1		1	1	1			Saw the eagle at 12:39 pm while hiking the White Horse Path from Cape St. Francis to Bauline. Check out the quick video: https://youtube.com/shorts/lt7Htg-Urcw?feature=share	
URN:CornellLabOfOrnithology:EBIRD:OBS1384284265	2022-04-06 06:39:47.001364	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr1263765	S106382057	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1383914582	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr608831	S106352243	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1383663765	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr41493	S106331421	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1390428074	2022-04-15 18:20:21.482777	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Linden Bridge	L3739685	H	45.8901874	-63.8173914	2022-04-12	14:00:00	obsr438484	S106901018	Traveling	P22	EBIRD	80	25.000		1	0		1	1	1			Seen standing on a pile of mud near the edge of the shoreline, looking around. Estimated 250 yards from the road I was travelling on, photos taken from the seat of my truck on the side of Hwy. 366. After observing it for about 10 minutes, it took off and headed westward, travelling out of sight.	
URN:CornellLabOfOrnithology:EBIRD:OBS1383734132	2022-04-05 18:10:07.127858	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			664–798 N Wallace Rd, Cumberland CA-NS 45.83294, -63.57229	L18381713	P	45.8329400	-63.5722860	2022-04-05	09:10:00	obsr760565	S106336503	Traveling	P22	EBIRD	71	3.570		3	1	G8125194	1	1	1			Originally found Sunday afternoon. Poor document photos added. Bird observed by the 3 of us through scopes from over 1.5km away. Large bird with BAEAs. Overall rich chocolate brown, massive orange bill, and white white bars. Beautiful bird!!!	
URN:CornellLabOfOrnithology:EBIRD:OBS1389314683	2022-04-30 06:27:53.029743	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			farmland near thomson road	L18465876	P	45.8203495	-63.5991841	2022-04-06	15:00:00	obsr609126	S106806432	Traveling	P22	EBIRD	60	5.000		1	0		0	1	1		stopped the car and looked through bins many times after entering wallace bay and there were a lot of eagles on both sides of the road around Tulip Farm spotted the Stellars road but could not located on foot from walking trail	ongoing bird in this location - I had one good view through bins from the road and it was on the ground near some large hay bales - unmistakable white patches could be nothing else watched it briefly then it moved out of sight - could not locate from trail and walked all the way to the back but it likely ducked into the small cove behind the farmland and would not be visible from the road or trail at that point - would have loved to have a more satisfying view and a photo hopefully it stays in Nova Scotia longer and closer to me! I saw it from the North Wallace Road near the Tulip Farm but it was across the water and would have been close to Thomson Road - once you hit the end of the walking trail you are on farmland and I didn't walk onto the land so could not relocate - on way out tried to view from the road where the bales were but also unable	
URN:CornellLabOfOrnithology:EBIRD:OBS1383663747	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr760565	S106331420	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1383950508	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr803921	S106355883	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1395780392	2022-04-30 06:27:09.44661	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-06	08:35:00	obsr374500	S107352767	Traveling	P22	EBIRD	430	24.000		1	1		1	1	1			At 12:50 pm, standing at 45.83029° N, 63.56670° W and scoping over Wallace Bay area to the right of the trail and over the line of small birches.  20-60x85 scope used.  At top of conifer, a large dark Accipiter resembling Haliaeetus with dark head and back and white wing marks and tail.  Markings distinguished at far distance with scope at maximum focus.  Detail of white markings clearer in scope then photo.  Large bright bill when head turned to side and head dark when bill facing away.  Unable to obtain photo due to distance.  Snapshot attached.  Stellar’s Sea Eagle known to be in the area and documented by many.	
URN:CornellLabOfOrnithology:EBIRD:OBS1383896144	2022-04-05 18:07:53.324826	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			664–798 N Wallace Rd, Cumberland CA-NS 45.83294, -63.57229	L18381713	P	45.8329400	-63.5722860	2022-04-05	09:10:00	obsr608831	S106322865	Traveling	P22	EBIRD	71	3.570		3	1	G8125194	1	1	1			Originally found Sunday afternoon. Will add details in a bit	
URN:CornellLabOfOrnithology:EBIRD:OBS1395612781	2022-04-30 06:38:21.41026	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace River Bridge	L18561793	P	45.8133138	-63.5152851	2022-04-17	10:00:00	obsr110424	S107337521	Stationary	P21	EBIRD	10			1	0		0	1	1			Stopped to scan opposite side of bay. Seen roosting in a tree at distance. Seen with 10 x Zeiss binoculars, but would not have picked out the bird without these. Distance was considerable. Seen best with about 40x Zoom using Pentax PF 80 ED scope.  Seemed larger than recent bald eagles soaring a few minutes earlier. With scope able to see large white wing markings. Bird was facing at a slight angle, not quite straight on. Able to discern white below the wing markings, being thigh/upper leg. Viewed under magnification of 60 X, I was able to get an impression of a rather large bill. With head movement I had the impression of a  yellow orange colouration to the bill but this was positional on the birds behalf. Unable to digiscope a photo, at that distance. Bird in position for about 6 minutes before moving, going east and dropping below the tree line.	
URN:CornellLabOfOrnithology:EBIRD:OBS1383666794	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr1474630	S106331453	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1413346580	2022-05-03 11:00:12.540573	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr168106	S108816148	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1382897028	2022-04-05 17:49:51.058911	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-03		obsr630803	S106268007	Historical	P62	EBIRD					0		1	1	1		Photos by Peter May. Submitted to eBird by Nancy Dowd on behalf of the Nova Scotia Bird Society.	Photos by Peter May, The observers, Peter May and Kim Forster, say: We were about 800 meters away from him across the water. He eventually flew up into a nearby tree with six or seven juvenile eagles watching him and perching nearby. We watched him for about two hours. He was still perched in the tree when we left at about 6 p.m. Submitted to eBird by Nancy Dowd on behalf of the Nova Scotia Bird Society.	
URN:CornellLabOfOrnithology:EBIRD:OBS1383891140	2022-04-05 18:07:53.324826	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			664–798 N Wallace Rd, Cumberland CA-NS 45.83294, -63.57229	L18381713	P	45.8329400	-63.5722860	2022-04-05	09:10:00	obsr41493	S106348365	Traveling	P22	EBIRD	71	3.570		3	1	G8125194	1	1	1			Originally found Sunday afternoon. Will add details in a bit	
URN:CornellLabOfOrnithology:EBIRD:OBS1383791527	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr16727	S106342080	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1388335614	2022-04-15 18:21:52.160624	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Aboiteau Road	L2843839	P	45.8220506	-63.5597363	2022-04-05	10:00:00	obsr438484	S106726239	Traveling	P22	EBIRD	120	2.000		10	1		1	1	1			Saw from walking trail through Wallace Bay National WIldlife Area. First observed standing on the shore, where it stayed for about 40 minutes, approx 1 km distant. Then it took off and flew westward, in the direction of New Brunswick.	
URN:CornellLabOfOrnithology:EBIRD:OBS1383982634	2022-04-05 21:53:17.999141	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Cumberland	CA-NS-CU		14			Wallace Bay National Wildlife Area	L977745	H	45.8266873	-63.5769206	2022-04-05	11:06:00	obsr905841	S106359019	Traveling	P22	EBIRD_CAN	75	2.000		11	1	G8124884	1	1	1			Continuing, will add photos. Observed in same spot as Sunday afternoon. Bird flew North West along the water at approx Noon	
URN:CornellLabOfOrnithology:EBIRD:OBS1270435672	2021-11-03 18:10:31.564151	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	13:40:00	obsr309800	S97077893	Stationary	P21	EBIRD_CAN	70			1	0		1	1	1		About 20 other birders present.	Found today, and re-found, by Phil Taylor.	
URN:CornellLabOfOrnithology:EBIRD:OBS1270445726	2021-11-04 07:30:38.70531	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			274 Water Street, Falmouth, Nova Scotia, CA (44.994, -64.143)	L16804669	P	44.9939894	-64.1428309	2021-11-03	12:55:00	obsr47260	S97077590	Incidental	P20	EBIRD				1	0		0	1	1			Initially seen perched on the mudflats in between Hwy 101 and Hwy 1. Distinctive large yellow bill and white shoulders. Looked at it only briefly before going to grab my camera. It then disappeared. I refound the bird 10  mins later at the nearby Falmouth boat launch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1270536420	2021-11-03 22:21:23.961055	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	13:52:00	obsr2091916	S97085655	Stationary	P21	EBIRD	90			1	1	G7381981	1	1	1			Found previously. Quite active on a micro level, preening and shaking feathers. Wary and observant, as BAEAs and AMCRs would often harass it.	
URN:CornellLabOfOrnithology:EBIRD:OBS1270522317	2021-11-07 11:05:05.818639	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	15:15:00	obsr976721	S97084593	Stationary	P21	EBIRD	120			15	0		1	1	1		Many birders coming and going.	Large black eagle with huge orange bill, white patches on wings/tail.  Found earlier today by Phil Taylor.  Distant photos	
URN:CornellLabOfOrnithology:EBIRD:OBS1271135643	2021-11-05 11:54:14.143524	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-04	07:45:00	obsr508420	S97134151	Stationary	P21	EBIRD	120			2	0		0	1	1			Continuing bird spotted the day before. It showed up around 9:30 and hung around for 15 minutes in a tree straight across the road from the boat launch. It left after being harassed by a few crows. It was seen again a little while later in a tree near the sewage treatment plant. It stayed there for about 30 minutes before again leaving due to being harassed by crows. It flew back across the road and headed further up the river.	
URN:CornellLabOfOrnithology:EBIRD:OBS1270823276	2021-11-04 15:35:27.93959	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			293 Avon St, Garlands Crossing CA-NS 44.99252, -64.14142	L16812671	P	44.9925230	-64.1414230	2021-11-04	10:03:00	obsr657574	S97107972	Stationary	P21	EBIRD	3			1	1		1	1	1			Continuing bird. Seen by many. Was perched in tree on Windsor. Spooked by home owner and flew off to the east.	
URN:CornellLabOfOrnithology:EBIRD:OBS1288013137	2021-12-06 12:56:25.198374	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Newport Landing	L5338398	H	45.0215762	-64.1314218	2021-11-03	16:00:00	obsr790033	S98373909	Stationary	P21	EBIRD	120			1	0		0	1	1			Across the River ona treetop, being harassed by crows	
URN:CornellLabOfOrnithology:EBIRD:OBS1270449391	2021-11-03 17:16:34.972374	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	15:00:00	obsr112700	S97078233	Stationary	P21	EBIRD	24			1	0		1	1	1			found by Phil Taylor. Doc photos taken	
URN:CornellLabOfOrnithology:EBIRD:OBS1270944802	2021-11-19 08:34:43.398335	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth	L16814290	P	45.0020737	-64.1559249	2021-11-04	10:20:00	obsr563940	S97118770	Stationary	P21	EBIRD	30			1	0		1	1	1			First identified by Phil Taylor on Nov. 03 . Since it was close to home I travelled today specifically with the hope of seeing it.  Cropped photos were taken from opposite side of the highway from where the eagle was resting. Did not attempt to approach the bird out of concern of disturbing it..	
URN:CornellLabOfOrnithology:EBIRD:OBS1270438617	2021-11-04 08:07:09.339724	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	16:12:00	obsr514991	S97077244	Stationary	P21	EBIRD	10			2	1	G7383566	0	1	1			Found by Phil Taylor. Viewed through scope.  Multiple observations by others at location	
URN:CornellLabOfOrnithology:EBIRD:OBS1270402415	2021-11-04 07:14:08.143842	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	14:12:00	obsr190695	S97073992	Stationary	P21	EBIRD	53			2	1	G7380813	1	1	1			Adult bird, found by Phil Taylor. Many observers.	
URN:CornellLabOfOrnithology:EBIRD:OBS1270388674	2021-11-03 18:42:23.089097	7973	species	avibase-C481FB24	Steller's Sea-Eagle	Haliaeetus pelagicus				1					Canada	CA	Nova Scotia	CA-NS	Hants	CA-NS-HN	CA-NS_020	14			Falmouth boat launch	L5937929	H	44.9924800	-64.1488383	2021-11-03	15:00:00	obsr727724	S97073019	Stationary	P21	EBIRD	10			1	0		1	1	1			Found by Phil Taylor. Perched in tree. Large black and white eagle with large orange beak. Pics.	
